SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_WORK_PHONE,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,LIVINGAREA_AVG,APARTMENTS_MODE,FLOORSMAX_MODE,APARTMENTS_MEDI,YEARS_BEGINEXPLUATATION_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,TOTALAREA_MODE,WALLSMATERIAL_MODE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_8,FLAG_DOCUMENT_18,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_QRT,DOCUMENT_COUNT,NEW_DOC_KURT,AGE_RANGE,EXT_SOURCES_PROD,EXT_SOURCES_WEIGHTED,EXT_SOURCES_MIN,EXT_SOURCES_MAX,EXT_SOURCES_MEAN,EXT_SOURCES_NANMEDIAN,EXT_SOURCES_VAR,CREDIT_TO_ANNUITY_RATIO,CREDIT_TO_GOODS_RATIO,ANNUITY_TO_INCOME_RATIO,CREDIT_TO_INCOME_RATIO,INCOME_TO_EMPLOYED_RATIO,INCOME_TO_BIRTH_RATIO,EMPLOYED_TO_BIRTH_RATIO,ID_TO_BIRTH_RATIO,CAR_TO_BIRTH_RATIO,CAR_TO_EMPLOYED_RATIO,PHONE_TO_BIRTH_RATIO,GROUP_EXT_SOURCES_MEDIAN,GROUP_EXT_SOURCES_STD,GROUP_INCOME_MEAN,GROUP_INCOME_STD,GROUP_CREDIT_TO_ANNUITY_MEAN,GROUP_CREDIT_TO_ANNUITY_STD,GROUP_CREDIT_MEAN,GROUP_ANNUITY_MEAN,GROUP_ANNUITY_STD
225650,0,1,0,337500.0,675000.0,53460.0,675000.0,0,0,1,2,0,0.01015,-17838,-1565.0,-10900.0,-1380,,0,1,2,2,4,0,1,0,1,0.7837,0.63,0.79,,,,,,,,,,,,-1,0.0,0.0,-866.0,1,0,0,0.0,0.0,1.0,1,20.0,3,0.39,4.566,0.63,0.79,0.7344,0.7837,0.005493,12.625,1.0,0.1584,2.0,-215.65495207667732,-18.92,0.0877,0.0774,,,0.04855,0.5845,0.124,172829.88,70033.74,23.42,8.2,717295.5,29831.967,15037.722
225654,0,1,0,94500.0,260640.0,26838.0,225000.0,-1,2,0,1,0,0.01968,-24111,-1567.0,-2334.0,-614,,0,-1,2,2,1,0,0,0,0,,0.601,0.4688,,,,,,,,,,,,-1,0.0,0.0,-1736.0,1,0,0,0.0,0.0,1.0,1,20.0,5,,,0.4688,0.601,0.5347,0.5347,0.004375,9.71,1.158,0.284,2.758,-60.3063178047224,-3.92,0.065,0.02547,,,0.072,,,,,,,,,
225664,0,1,0,202500.0,198000.0,15642.0,198000.0,0,0,0,1,0,0.0191,-20048,-943.0,-6500.0,-3594,,0,5,2,2,6,0,0,0,0,,0.632,0.677,,,,,,,,,,,,-1,0.0,0.0,-708.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.632,0.677,0.6543,0.6543,0.000509,12.66,1.0,0.0773,0.9775,-214.74019088016968,-10.1,0.04703,0.1793,,,0.0353,0.568,0.1437,159157.39,76580.16,22.44,7.8,635189.9,28212.592,15285.196
225665,0,0,1,180000.0,481176.0,26230.5,360000.0,0,0,0,0,3,0.005,-13088,-836.0,-823.0,-4897,14.0,0,0,3,3,1,0,0,1,9,,0.436,0.3474,0.0268,0.1034,0.0833,0.0352,0.0273,0.0833,0.0271,0.971,0.1034,0.0833,0.0333,0,0.0,0.0,-795.0,1,0,0,0.0,0.0,1.0,1,20.0,2,,,0.3474,0.436,0.3916,0.3916,0.00196,18.34,1.337,0.1458,2.674,-215.311004784689,-13.75,0.0639,0.3743,-0.00107,-0.01674,0.06073,0.4575,0.1516,166365.3,70668.08,18.42,6.91,495048.6,26532.326,12505.01
225666,0,1,0,135000.0,238500.0,23719.5,238500.0,1,3,0,3,0,0.0264,-23384,,-4440.0,-4644,,0,-1,2,2,5,0,0,0,5,,0.724,0.6704,0.0567,0.1034,0.1667,0.0806,0.0578,0.1667,0.0573,0.9707,0.1034,0.1667,0.0652,0,0.0,0.0,-2776.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.6704,0.724,0.6973,0.6973,0.0007157,10.055,1.0,0.1757,1.767,,-5.773,,0.1986,,,0.1187,,,,,,,,,
225686,0,1,0,180000.0,479700.0,46386.0,450000.0,0,2,0,3,0,0.04623,-18876,-459.0,-5630.0,-259,,1,1,1,1,1,0,1,0,35,,0.713,,0.468,0.1034,0.9165,0.5347,0.4768,0.9165,0.4727,0.999,0.1034,0.9165,0.4204,0,0.0,0.0,-168.0,0,0,0,,,,0,0.0,4,,,0.713,0.713,0.713,0.713,0.0,10.34,1.066,0.2578,2.664,-392.15686274509807,-9.54,0.02432,0.01372,,,0.0089,0.595,0.1072,186071.95,79411.62,22.25,7.184,684459.2,32095.285,16411.22
225689,0,1,1,135000.0,572292.0,21703.5,472500.0,0,3,0,1,0,0.01884,-19633,,-3960.0,-3166,24.0,0,-1,2,2,4,0,0,0,5,0.534,0.709,0.5405,0.1433,0.2415,0.1667,0.1245,0.146,0.1667,0.1447,0.9775,0.2415,0.1667,0.1057,2,0.0,0.0,-38.0,0,0,0,0.0,0.0,2.0,1,20.0,4,0.2047,3.398,0.534,0.709,0.5947,0.5405,0.006573,26.38,1.211,0.1608,4.24,,-6.875,,0.1613,-0.001223,,0.001936,,,,,,,,,
225691,0,1,0,90000.0,183784.5,16983.0,148500.0,0,0,0,0,0,0.03076,-18826,-3816.0,-12890.0,-2372,,0,5,2,2,0,0,0,0,9,0.4785,0.7427,0.7075,0.0186,0.1034,0.0417,0.0171,0.0189,0.0417,0.0187,0.982,0.1034,0.0417,0.0147,0,0.0,0.0,-260.0,1,0,0,0.0,0.0,0.0,1,20.0,4,0.2515,3.822,0.4785,0.7427,0.643,0.7075,0.01375,10.82,1.237,0.1887,2.043,-23.591087811271297,-4.78,0.2026,0.126,,,0.01381,0.564,0.1381,146891.94,64632.004,21.73,7.477,582061.7,26427.27,12950.305
225721,0,1,0,54000.0,114430.5,11853.0,103500.0,0,3,0,3,0,0.0191,-23851,,-2100.0,-2106,,0,-1,2,2,2,0,0,0,5,0.892,0.6416,0.6514,0.0773,0.1724,0.1667,0.0908,0.0788,0.1667,0.0781,0.989,0.1724,0.1667,0.0574,0,0.0,0.0,-736.0,0,0,0,0.0,0.0,2.0,1,20.0,5,0.3728,4.38,0.6416,0.892,0.7285,0.6514,0.01341,9.66,1.105,0.2195,2.12,,-2.264,,0.0883,,,0.03085,,,,,,,,,
225733,0,1,0,166500.0,781920.0,40054.5,675000.0,0,3,0,1,0,0.00496,-21083,,-1012.0,-4602,,0,-1,2,2,6,0,0,0,5,,0.4424,0.5884,,,,,,,,,,,,-1,0.0,0.0,,0,0,0,0.0,0.0,0.0,1,20.0,4,,,0.4424,0.5884,0.5156,0.5156,0.005344,19.52,1.158,0.2406,4.695,,-7.9,,0.2183,,,,,,,,,,,,
225739,0,1,0,180000.0,729000.0,37350.0,729000.0,0,2,1,1,0,0.01522,-12339,-332.0,-2814.0,-2975,,0,-1,2,2,1,0,0,0,37,0.587,0.5596,0.1586,0.0825,0.069,0.375,0.0896,0.084,0.375,0.0833,0.996,0.069,0.375,0.0718,0,0.0,0.0,-577.0,1,0,0,0.0,0.0,0.0,1,20.0,2,0.0521,2.209,0.1586,0.587,0.435,0.5596,0.03836,19.52,1.0,0.2075,4.05,-542.1686746987951,-14.586,0.0269,0.2411,,,0.04675,,,,,,,,,
225741,0,1,0,112500.0,450000.0,35685.0,450000.0,0,1,0,1,0,0.002506,-10936,-785.0,-653.0,-166,,1,9,2,2,2,0,0,0,4,0.2385,0.484,,0.0412,0.1034,0.125,0.0448,0.042,0.125,0.0416,0.9844,0.1034,0.125,0.0353,1,0.0,0.0,-162.0,1,0,0,0.0,0.0,0.0,1,20.0,2,,,0.2385,0.484,0.3613,0.3613,0.01506,12.61,1.0,0.3171,4.0,-143.31210191082803,-10.29,0.0718,0.01518,,,0.01482,0.4858,0.1475,145070.31,77446.59,20.84,7.51,570310.6,26796.613,12990.177
225766,0,0,1,225000.0,1453288.5,47011.5,1120500.0,0,1,1,1,0,0.0725,-19963,-7252.0,-9410.0,-2839,6.0,0,3,1,1,0,0,0,0,2,0.7036,0.7344,0.4507,0.296,0.276,0.3333,0.2783,0.3015,0.3333,0.2986,0.978,0.276,0.3333,0.2189,2,0.0,0.0,-1257.0,1,0,0,0.0,0.0,1.0,1,20.0,4,0.2329,3.494,0.4507,0.7344,0.6294,0.7036,0.01614,30.9,1.297,0.209,6.46,-31.021646215359162,-11.27,0.3633,0.1422,-0.0003006,-0.0008273,0.063,0.5737,0.1296,260041.67,115431.47,24.47,9.19,970891.8,37551.25,18160.78
225776,0,0,0,135000.0,135000.0,10444.5,135000.0,0,0,2,1,0,0.01863,-18881,-1841.0,-6264.0,-2419,,0,11,2,2,2,0,0,0,0,0.672,0.1775,0.0932,0.1918,0.1724,0.3333,0.1981,0.1954,0.3333,0.1936,0.9863,0.1724,0.3333,0.2025,2,0.0,0.0,-1002.0,1,0,0,0.0,0.0,0.0,1,20.0,4,0.011116,1.801,0.0932,0.672,0.3142,0.1775,0.0651,12.92,1.0,0.0774,1.0,-73.32971211298208,-7.15,0.09753,0.1282,,,0.05307,0.639,0.134,196071.42,90667.17,18.03,3.355,425462.16,23679.643,10857.068
225788,0,1,0,153000.0,761949.0,42673.5,697500.0,0,2,0,1,0,0.00496,-16177,-3700.0,-5110.0,-4941,,0,0,2,2,0,0,0,1,0,0.557,0.513,0.6865,,,,,,,,,,,,-1,0.0,0.0,-1372.0,1,0,0,0.0,0.0,2.0,1,20.0,3,0.1963,3.688,0.513,0.6865,0.5854,0.557,0.005394,17.86,1.093,0.2788,4.98,-41.34017833018103,-9.46,0.2288,0.3054,,,0.08484,0.539,0.1396,150794.03,69493.43,21.84,7.75,592446.06,26335.412,12759.716
225792,0,1,1,112500.0,572292.0,20686.5,472500.0,0,1,1,1,0,0.02516,-12673,-267.0,-2376.0,-2753,2.0,0,9,2,2,2,0,0,0,13,0.586,0.6167,0.7197,0.2361,0.138,0.3333,0.2146,0.2405,0.3333,0.2384,0.978,0.138,0.3333,0.1956,2,0.0,0.0,-694.0,1,0,0,0.0,1.0,0.0,1,20.0,2,0.2598,3.947,0.586,0.7197,0.6406,0.6167,0.00327,27.67,1.211,0.1838,5.086,-421.34831460674155,-8.875,0.02107,0.2173,-0.0001578,-0.007492,0.05475,0.545,0.1617,154351.58,74545.58,23.27,8.39,640605.06,26622.852,13716.56
225803,0,0,1,157500.0,195543.0,15579.0,148500.0,0,0,0,1,0,0.00702,-13666,-1383.0,-3244.0,-4803,23.0,0,4,2,2,5,0,0,0,0,0.2439,0.5127,0.583,0.0722,0.138,0.1667,0.0701,0.0735,0.1667,0.0729,0.9756,0.138,0.1667,0.0721,2,0.0,0.0,-2060.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.07294,2.75,0.2439,0.583,0.4465,0.5127,0.02138,12.555,1.316,0.09894,1.241,-113.88286334056399,-11.52,0.1012,0.3516,-0.001683,-0.01663,0.1508,0.468,0.148,190836.97,77114.12,19.08,7.465,556163.0,28890.555,13390.828
225804,0,0,0,234000.0,296280.0,18256.5,225000.0,0,0,0,0,0,0.0358,-24260,-733.0,-2564.0,-4168,,0,10,2,2,2,0,0,0,0,,0.6704,0.5513,0.0918,0.0345,0.375,0.0657,0.0935,0.375,0.0926,0.9893,0.0345,0.375,0.0526,1,0.0,0.0,-3192.0,1,0,0,0.0,0.0,0.0,1,20.0,5,,,0.5513,0.6704,0.611,0.611,0.00355,16.23,1.316,0.078,1.267,-319.23601637107777,-9.65,0.03021,0.1718,,,0.1316,0.6167,0.05002,149785.72,57845.24,13.11,5.688,220612.5,17906.785,5473.3555
225805,0,1,0,180000.0,536917.5,27544.5,463500.0,1,3,0,1,0,0.00702,-22261,,-2344.0,-4426,,0,-1,2,2,0,0,0,0,5,,0.3481,0.10547,0.0956,0.1638,0.302,0.1054,0.104,0.3333,0.1031,0.982,0.1724,0.3333,0.0714,2,0.0,0.0,-1418.0,1,0,0,0.0,0.0,0.0,1,20.0,4,,,0.10547,0.3481,0.2268,0.2268,0.01473,19.5,1.158,0.1531,2.982,,-8.086,,0.1989,,,0.0637,,,,,,,,,
225808,0,1,0,157500.0,568800.0,21573.0,450000.0,1,3,1,1,0,0.02461,-23176,,-6260.0,-4521,,0,-1,2,2,5,0,0,0,5,0.878,0.5757,0.4849,0.0773,0.1724,0.1667,0.0679,0.0788,0.1667,0.0781,0.986,0.1724,0.1667,0.0612,2,1.0,0.0,-1436.0,1,0,0,0.0,0.0,1.0,1,20.0,4,0.245,3.785,0.4849,0.878,0.646,0.5757,0.02823,26.36,1.264,0.137,3.611,,-6.797,,0.1951,,,0.06195,,,,,,,,,
225819,0,0,1,180000.0,135000.0,12379.5,135000.0,0,0,1,1,0,0.0191,-11677,-667.0,-5652.0,-2963,7.0,0,5,2,2,4,0,0,1,0,0.435,0.6714,0.5317,,,,,,,,,,,,-1,1.0,1.0,-428.0,1,0,0,0.0,0.0,2.0,1,20.0,2,0.1553,3.137,0.435,0.6714,0.546,0.5317,0.00941,10.91,1.0,0.0688,0.75,-269.86506746626685,-15.414,0.05713,0.2537,-0.0005994,-0.0105,0.03665,0.4832,0.1398,244254.86,106652.06,19.86,8.33,652953.44,32976.16,17627.977
225826,0,1,0,225000.0,332946.0,17127.0,238500.0,0,2,0,1,0,0.03076,-15970,-5624.0,-4008.0,-4520,,0,0,2,2,4,0,0,0,0,0.8364,0.724,0.458,,0.2069,0.1667,0.0995,,0.1667,,0.98,0.2069,0.1667,0.1029,2,0.0,0.0,-454.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.2773,3.77,0.458,0.8364,0.673,0.724,0.02518,19.44,1.396,0.0761,1.4795,-40.0,-14.086,0.3523,0.283,,,0.02843,0.539,0.1396,150794.03,69493.43,21.84,7.75,592446.06,26335.412,12759.716
225832,0,1,0,135000.0,296280.0,21559.5,225000.0,0,0,0,4,4,0.03076,-17619,-6344.0,-5820.0,-1145,,0,5,2,2,4,0,0,0,4,0.255,0.7134,,0.0247,0.1034,0.0833,0.0259,0.0252,0.0833,0.025,0.984,0.1034,0.0833,0.0291,0,0.0,0.0,-1713.0,1,0,0,,,,1,20.0,3,,,0.255,0.7134,0.4841,0.4841,0.05255,13.74,1.316,0.1597,2.195,-21.279949558638084,-7.664,0.36,0.065,,,0.0972,0.547,0.1417,148430.61,63940.64,21.7,7.48,585431.75,26582.44,13311.668
225850,0,1,0,180000.0,376920.0,20574.0,270000.0,0,0,0,2,0,0.0117,-15256,-2532.0,-2604.0,-4895,,0,14,2,2,2,1,0,0,9,0.703,0.528,0.4668,0.1072,0.2415,0.1667,0.0994,0.1092,0.1667,0.1083,0.98,0.2415,0.1667,0.0852,2,0.0,0.0,,1,0,0,0.0,0.0,1.0,1,20.0,3,0.1733,3.336,0.4668,0.703,0.566,0.528,0.01004,18.31,1.396,0.1143,2.094,-71.11813512445674,-11.8,0.1659,0.3208,,,,0.592,0.1398,178740.0,64574.61,20.48,7.117,645310.5,30533.13,15639.308
225851,0,0,1,135000.0,279000.0,15133.5,279000.0,1,0,0,1,0,0.0358,-10497,-2626.0,-3972.0,-3049,10.0,1,5,2,2,0,0,0,1,27,0.1887,0.631,0.753,,,,,,,,,,,,-1,0.0,0.0,-511.0,1,0,0,0.0,0.0,2.0,1,20.0,2,0.08966,3.268,0.1887,0.753,0.5244,0.631,0.05878,18.44,1.0,0.1121,2.066,-51.40898705255141,-12.86,0.2502,0.2905,-0.0009527,-0.003809,0.04868,0.4756,0.1658,179084.84,70945.88,21.58,6.785,571044.3,26391.79,12963.767
225854,0,0,1,157500.0,558000.0,37417.5,558000.0,0,0,0,0,2,0.01522,-9401,-971.0,-3288.0,-1820,7.0,0,-1,2,2,4,0,0,0,8,0.3325,0.577,0.4832,0.0742,0.069,0.3333,0.0762,0.0756,0.3333,0.0749,0.9824,0.069,0.3333,0.0748,2,0.0,0.0,-1117.0,1,0,0,0.0,0.0,0.0,1,20.0,1,0.09265,2.691,0.3325,0.577,0.464,0.4832,0.01015,14.914,1.0,0.2375,3.543,-162.20391349124614,-16.75,0.1033,0.1936,-0.000745,-0.00721,0.11884,,,,,,,,,
225858,0,0,1,157500.0,547272.0,35104.5,495000.0,0,0,3,1,0,0.01968,-21571,-6144.0,-124.0,-5050,4.0,0,0,2,2,2,0,0,0,11,0.61,0.651,0.403,,0.0345,0.3333,,,0.3333,,0.9805,0.0345,0.3333,0.0368,0,0.0,0.0,,0,1,0,0.0,0.0,1.0,1,20.0,4,0.16,3.08,0.403,0.651,0.5547,0.61,0.01176,15.586,1.105,0.2229,3.475,-25.634765625,-7.3,0.285,0.2341,-0.0001855,-0.000651,,0.5547,0.0725,208928.58,113778.45,16.06,6.285,489085.72,32358.857,15451.244
225875,0,1,0,135000.0,574488.0,18531.0,454500.0,0,3,0,4,0,0.0725,-20424,,-9630.0,-2153,,0,-1,1,1,5,0,0,0,5,,0.727,,0.4897,0.2415,0.6665,0.3635,0.4988,0.6665,0.4944,0.9863,0.2415,0.6665,0.4734,2,0.0,0.0,-283.0,0,0,0,,,,1,20.0,4,,,0.727,0.727,0.727,0.727,0.0,31.0,1.264,0.1372,4.254,,-6.61,,0.1054,,,0.013855,,,,,,,,,
225884,0,1,0,225000.0,651960.0,23548.5,450000.0,0,0,0,4,0,0.02516,-21615,-2064.0,-7492.0,-4441,,0,-1,2,2,2,0,0,0,0,0.6465,0.6377,0.7407,0.0722,0.276,0.1667,0.0576,0.0735,0.1667,0.0729,0.976,0.276,0.1667,0.0518,1,1.0,1.0,-842.0,1,0,0,0.0,0.0,1.0,1,20.0,4,0.3054,4.152,0.6377,0.7407,0.675,0.6465,0.002178,27.69,1.449,0.1047,2.898,-108.95883777239709,-10.41,0.0955,0.2054,,,0.03894,,,,,,,,,
225890,0,1,0,216000.0,272520.0,16803.0,225000.0,0,2,1,1,0,0.0358,-23949,-8216.0,-7028.0,-4986,,0,3,2,2,6,0,0,0,0,0.8237,0.583,0.53,0.1495,0.138,0.3333,0.146,0.1523,0.3333,0.1509,0.9805,0.138,0.3333,0.1158,0,0.0,0.0,-1949.0,1,0,0,0.0,0.0,0.0,1,20.0,5,0.2546,3.82,0.53,0.8237,0.6455,0.583,0.01637,16.22,1.211,0.0778,1.262,-26.2837673399854,-9.016,0.3433,0.2083,,,0.08136,0.6577,0.06433,215250.0,79710.57,15.055,2.846,283164.0,19239.0,3262.0706
225906,0,1,0,135000.0,360000.0,28440.0,360000.0,1,3,0,3,0,0.03256,-21701,,-12500.0,-4455,,0,-1,1,1,1,0,0,0,5,0.816,0.7007,,,,,,,,,,,,,-1,0.0,0.0,-373.0,1,0,0,0.0,0.0,1.0,1,20.0,4,,,0.7007,0.816,0.7583,0.7583,0.003326,12.66,1.0,0.2107,2.666,,-6.223,,0.2053,,,0.01718,,,,,,,,,
225908,0,1,0,112500.0,174132.0,17973.0,157500.0,0,3,0,1,0,0.01001,-25126,,-7250.0,-4460,,0,-1,2,2,5,0,0,0,5,,0.107,,,,,,,,,,,,,-1,0.0,0.0,,0,0,0,,,,1,20.0,5,,,0.107,0.107,0.107,0.107,0.0,9.69,1.105,0.1598,1.548,,-4.477,,0.1775,,,,,,,,,,,,
225910,0,1,0,225000.0,495000.0,25272.0,495000.0,0,0,0,0,2,0.01662,-10201,-3200.0,-4530.0,-2866,,0,-1,2,2,6,0,1,0,0,,0.3782,0.4993,,,,,,,,,,,,-1,0.0,0.0,-7.0,0,0,0,0.0,0.0,1.0,1,20.0,2,,,0.3782,0.4993,0.4387,0.4387,0.003666,19.6,1.0,0.1123,2.2,-70.33447952485152,-22.06,0.3135,0.281,,,0.000686,,,,,,,,,
225920,0,0,1,270000.0,405000.0,26010.0,405000.0,0,0,0,1,0,0.0182,-13862,-2176.0,-539.0,-547,15.0,0,0,3,3,6,0,0,1,0,0.2274,0.3438,0.3774,,,,,,,,,,,,-1,0.0,0.0,-535.0,1,0,0,0.0,0.0,1.0,1,20.0,2,0.0295,1.931,0.2274,0.3774,0.3162,0.3438,0.004128,15.57,1.0,0.0963,1.5,-124.08088235294117,-19.48,0.157,0.03946,-0.001082,-0.006893,0.0386,0.4495,0.1478,177146.22,75291.04,19.2,7.562,532695.1,27155.541,13069.191
225950,0,1,0,157500.0,457312.5,26253.0,373500.0,0,1,0,2,0,0.02516,-17736,-1302.0,-1413.0,-1288,,0,-1,2,2,2,0,0,0,1,,0.2323,0.458,0.1031,0.1724,0.1667,0.0695,0.105,0.1667,0.1041,0.972,0.1724,0.1667,0.0789,2,1.0,1.0,-219.0,1,0,0,0.0,0.0,0.0,1,20.0,3,,,0.2323,0.458,0.3452,0.3452,0.01272,17.42,1.225,0.1666,2.904,-120.96774193548387,-8.88,0.0734,0.07263,,,0.012344,,,,,,,,,
225990,0,0,1,202500.0,454500.0,44275.5,454500.0,0,2,0,1,0,0.03134,-19483,-2718.0,-2512.0,-2683,7.0,1,10,2,2,0,0,0,1,7,0.661,0.4204,0.386,,,,,,,,,,,,-1,0.0,0.0,-1700.0,1,0,0,0.0,0.0,1.0,1,20.0,4,0.10724,2.9,0.386,0.661,0.489,0.4204,0.01498,10.266,1.0,0.2186,2.244,-74.50331125827815,-10.39,0.1395,0.1377,-0.0003593,-0.002575,0.0873,0.5293,0.1377,141264.94,45216.395,23.39,8.75,612761.25,26063.625,10857.403
225991,0,1,0,234000.0,750649.5,55066.5,702000.0,0,2,0,1,0,0.0358,-17781,-1197.0,-9520.0,-1330,,0,0,2,2,2,0,0,0,9,0.3604,0.605,0.7993,,,,,,,,,,,,-1,0.0,0.0,-634.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.1743,3.725,0.3604,0.7993,0.5884,0.605,0.03226,13.63,1.069,0.2354,3.207,-195.48872180451127,-13.16,0.0673,0.0748,,,0.03564,0.5376,0.1389,145230.7,65336.594,21.03,7.523,562432.4,25884.654,12269.646
226010,0,1,0,270000.0,582804.0,24822.0,463500.0,0,0,1,1,0,0.00663,-15593,-632.0,-5892.0,-4880,,0,1,2,2,2,0,0,0,7,0.4727,0.4373,0.4993,0.0371,0.138,0.125,0.0298,0.0378,0.125,0.0375,0.976,0.138,0.125,0.0234,0,0.0,0.0,-2480.0,1,0,0,0.0,0.0,2.0,1,20.0,3,0.1032,2.88,0.4373,0.4993,0.4697,0.4727,0.0006437,23.48,1.258,0.0919,2.158,-427.2151898734177,-17.31,0.04053,0.313,,,0.159,0.5894,0.1163,223065.08,106672.195,23.19,8.17,773037.4,32663.213,16777.89
226011,0,0,1,157500.0,104256.0,11074.5,90000.0,0,1,0,1,0,0.02263,-15878,-5836.0,-1557.0,-4645,15.0,0,1,2,2,1,0,0,0,26,,0.6143,0.7876,0.2227,0.138,0.3333,0.2168,0.2269,0.3333,0.2249,0.9805,0.138,0.3333,0.2241,2,3.0,1.0,,0,1,0,0.0,0.0,0.0,1,20.0,3,,,0.6143,0.7876,0.7007,0.7007,0.0075,9.414,1.158,0.0703,0.662,-26.99228791773779,-9.92,0.3674,0.2925,-0.0009446,-0.002571,,0.5327,0.12244,202595.6,61911.496,22.47,9.19,751798.0,32164.854,15200.287
226018,0,0,0,360000.0,781920.0,42547.5,675000.0,1,2,1,0,2,0.0725,-8919,-1039.0,-7028.0,-1596,,0,5,1,1,0,0,0,0,0,,0.659,,0.0928,0.0345,0.5,0.0801,0.0945,0.5,0.0937,0.978,0.0345,0.5,0.0633,0,0.0,0.0,-909.0,1,0,0,0.0,0.0,3.0,1,20.0,1,,,0.659,0.659,0.659,0.659,0.0,18.38,1.158,0.11816,2.172,-346.4870067372473,-40.38,0.1165,0.179,,,0.1019,0.4058,0.148,196589.56,81980.05,19.5,8.02,501654.9,26764.36,16597.443
226029,0,1,0,180000.0,761872.5,54310.5,675000.0,1,1,0,1,0,0.00496,-16237,-2592.0,-8900.0,-4315,,0,5,2,2,5,0,0,1,9,,0.4749,0.3123,,,,,,,,,,,,-1,0.0,0.0,,1,0,0,0.0,0.0,1.0,1,20.0,3,,,0.3123,0.4749,0.3936,0.3936,0.00659,14.03,1.129,0.3018,4.234,-69.4712466229255,-11.086,0.1595,0.2659,,,,0.5435,0.1372,146143.64,68061.766,21.52,7.484,598081.5,27372.56,13204.811
226030,0,0,1,157500.0,398151.0,45157.5,373500.0,0,3,0,4,0,0.02516,-23009,,-3076.0,-4158,16.0,0,-1,2,2,5,0,0,0,5,,0.6934,0.6987,,,,,,,,,,,,-1,0.0,0.0,-348.0,0,0,0,0.0,0.0,2.0,1,20.0,4,,,0.6934,0.6987,0.6963,0.6963,6.6e-06,8.82,1.066,0.2866,2.527,,-6.844,,0.1807,-0.000695,,0.01512,,,,,,,,,
226041,0,0,1,675000.0,1071000.0,45508.5,1071000.0,0,0,1,1,0,0.0725,-10995,-903.0,-5484.0,-3633,4.0,1,3,1,1,1,1,0,1,0,0.526,0.609,0.2566,0.3594,0.3103,0.5,0.3672,0.2069,0.3333,0.3628,0.9834,0.3103,0.5,0.2118,2,0.0,0.0,-938.0,0,1,0,0.0,0.0,1.0,1,20.0,2,0.08215,2.432,0.2566,0.609,0.4639,0.526,0.02258,23.53,1.0,0.06744,1.587,-747.5083056478405,-61.4,0.08215,0.3303,-0.0003638,-0.00443,0.0853,0.529,0.1306,341466.1,238014.23,20.67,8.305,786992.3,38770.965,20535.66
226044,0,0,0,180000.0,149256.0,15421.5,135000.0,0,3,0,1,0,0.0725,-24506,,-11890.0,-4458,,0,-1,1,1,6,0,0,0,5,,0.687,,0.5874,0.4138,0.4583,0.5137,0.5986,0.4583,0.5933,0.9834,0.4138,0.4583,0.4038,2,0.0,0.0,,1,0,0,,,,1,20.0,5,,,0.687,0.687,0.687,0.687,0.0,9.68,1.105,0.0857,0.829,,-7.344,,0.1819,,,,,,,,,,,,
226051,0,1,0,202500.0,1283058.0,54490.5,1089000.0,0,2,0,1,3,0.01001,-16218,-1919.0,-8720.0,-4814,,0,5,2,2,6,0,0,1,9,0.4277,0.618,0.3281,0.0124,0.1034,0.0417,0.0163,0.0126,0.0417,0.0125,0.9844,0.1034,0.0417,0.0128,4,0.0,0.0,-2808.0,1,0,0,0.0,0.0,0.0,1,20.0,3,0.08673,2.457,0.3281,0.618,0.458,0.4277,0.014465,23.55,1.178,0.269,6.336,-105.52371026576341,-12.484,0.11835,0.2969,,,0.1731,0.5435,0.1372,146143.64,68061.766,21.52,7.484,598081.5,27372.56,13204.811
